23	45.586968	-122.54466
23	45.592005	-122.548128
23	45.591018	-122.547533
23	45.59003	-122.546923
24	45.589033	-122.546302
23	45.587842	-122.545588
23	45.586828	-122.545052
26	45.591408	-122.547778
25	45.590328	-122.547107
25	45.589258	-122.546445
25	45.588193	-122.545795
25	45.587115	-122.5452
31	45.586863	-122.544607
24	45.587918	-122.54516
20	45.588958	-122.545777
31	45.589993	-122.546415
24	45.591022	-122.54705
24	45.592058	-122.547688
25	45.591487	-122.547823
25	45.590427	-122.547172
25	45.589367	-122.546513
25	45.588317	-122.545877
25	45.58725	-122.545272
24	45.586927	-122.544657
24	45.587975	-122.545212
24	45.589012	-122.545833
24	45.59004	-122.546465
24	45.591062	-122.547095
24	45.592087	-122.547722
25	45.592107	-122.548192
25	45.591048	-122.547557
25	45.589997	-122.5469
25	45.588947	-122.546258
25	45.587892	-122.545628
25	45.586812	-122.54505
14	45.587968	-122.545195
23	45.58896	-122.545783
23	45.589923	-122.546378
23	45.590877	-122.546968
22	45.591823	-122.54755
9	45.589705	-122.54625
24	45.590647	-122.546823
23	45.591615	-122.54742
13	45.586607	-122.544493
14	45.58722	-122.544792
15	45.587852	-122.545132
14	45.588475	-122.545495
12	45.588997	-122.545812
8	45.589345	-122.546023
24	45.586772	-122.54456
23	45.587755	-122.545063
22	45.5887	-122.545615
23	45.589663	-122.546212
25	45.586962	-122.544707
25	45.588052	-122.545262
25	45.589122	-122.545895
25	45.590185	-122.546552
25	45.59124	-122.547208
24	45.59228	-122.54783
11	45.5864	-122.544407
8	45.586787	-122.544578
9	45.587187	-122.544778
9	45.58762	-122.545008
13	45.588133	-122.545297
14	45.58872	-122.54564
12	45.589305	-122.545993
10	45.58976	-122.546262
9	45.590122	-122.546487
9	45.590535	-122.546742
11	45.591007	-122.547037
13	45.591555	-122.547378
14	45.59216	-122.54774
11	45.590165	-122.546535
13	45.590688	-122.546858
13	45.591248	-122.547207
11	45.591752	-122.547512
9	45.592133	-122.547738
27	45.586875	-122.544672
25	45.591972	-122.548048
26	45.590865	-122.547343
27	45.589725	-122.546637
28	45.588562	-122.545923
28	45.587368	-122.545245
24	45.59188	-122.547967
25	45.590842	-122.547333
25	45.589783	-122.546673
26	45.588665	-122.545985
27	45.587508	-122.545315
28	45.586297	-122.544725
28	45.58699	-122.544718
27	45.588147	-122.545343
26	45.589262	-122.546018
26	45.590348	-122.54669
25	45.591415	-122.547352
22	45.591575	-122.547828
22	45.590652	-122.54726
21	45.589752	-122.546708
22	45.588833	-122.546145
22	45.587882	-122.545578
23	45.586883	-122.545045
27	45.586375	-122.54444
27	45.587555	-122.545013
27	45.588698	-122.545653
26	45.58982	-122.546315
26	45.590933	-122.54699
26	45.59204	-122.54767
20	45.591782	-122.547957
19	45.590955	-122.547442
20	45.590115	-122.546917
20	45.589275	-122.546395
21	45.588393	-122.545855
22	45.587468	-122.545332
22	45.586505	-122.54486
24	45.58684	-122.544602
23	45.58784	-122.54512
23	45.588822	-122.545693
22	45.589752	-122.546265
20	45.5906	-122.546783
20	45.591458	-122.547307
20	45.592303	-122.547812
23	45.592178	-122.548147
23	45.591197	-122.547555
23	45.590225	-122.546952
23	45.589273	-122.546365
23	45.588308	-122.545775
23	45.587333	-122.545223
23	45.586343	-122.544745
27	45.587298	-122.544885
27	45.588462	-122.545518
27	45.589605	-122.546188
27	45.590732	-122.546877
26	45.591818	-122.547545
25	45.592133	-122.548212
25	45.591078	-122.547578
25	45.590023	-122.546917
23	45.589035	-122.546278
24	45.588045	-122.545668
24	45.587008	-122.545098
26	45.58699	-122.544673
24	45.588035	-122.545233
24	45.589038	-122.545837
21	45.59004	-122.546448
26	45.59104	-122.54706
21	45.592035	-122.54767
24	45.591667	-122.547837
24	45.590663	-122.547222
23	45.589485	-122.546495
24	45.588478	-122.545873
24	45.587452	-122.545285
24	45.58639	-122.544763
27	45.587147	-122.544798
27	45.588297	-122.545437
23	45.589392	-122.5461
26	45.590468	-122.546765
24	45.59149	-122.5474
27	45.592115	-122.548105
27	45.590957	-122.5474
28	45.589788	-122.546678
27	45.588628	-122.545962
27	45.587462	-122.545283
27	45.586272	-122.544708
25	45.586605	-122.544487
24	45.58766	-122.545013
24	45.588663	-122.545602
23	45.589635	-122.546193
23	45.590588	-122.54678
22	45.59153	-122.547358
27	45.588017	-122.545273
26	45.589113	-122.54593
25	45.590178	-122.546582
25	45.59124	-122.54724
25	45.5923	-122.547877
12	45.586517	-122.544578
13	45.587102	-122.544848
12	45.587638	-122.545127
14	45.588238	-122.545468
16	45.5889	-122.545868
17	45.58961	-122.546305
17	45.590345	-122.54676
17	45.591068	-122.54721
18	45.591833	-122.547677
27	45.586817	-122.544647
26	45.587955	-122.545248
25	45.589028	-122.545885
24	45.590057	-122.54652
24	45.591073	-122.54715
25	45.59211	-122.547783
27	45.589367	-122.54605
27	45.587055	-122.54476
27	45.588223	-122.545383
27	45.590485	-122.546742
26	45.591605	-122.54743
26	45.586525	-122.544523
13	45.586513	-122.54439
13	45.587097	-122.544665
13	45.58769	-122.544977
13	45.588253	-122.545298
12	45.588777	-122.54561
12	45.589287	-122.54592
11	45.589755	-122.54621
10	45.590195	-122.54648
9	45.590608	-122.546735
9	45.590975	-122.546983
10	45.591385	-122.547263
9	45.591773	-122.5475
9	45.59215	-122.547723
26	45.587633	-122.545077
25	45.588708	-122.545702
25	45.58977	-122.546353
25	45.590833	-122.54701
25	45.591898	-122.54764
22	45.586782	-122.544585
26	45.586357	-122.544457
27	45.58751	-122.54501
26	45.588635	-122.545658
26	45.589752	-122.546342
26	45.590867	-122.547032
27	45.591987	-122.547713
27	45.586593	-122.544512
27	45.587748	-122.545095
26	45.588837	-122.54573
24	45.589838	-122.54635
23	45.590805	-122.546953
22	45.591747	-122.547528
20	45.587667	-122.545037
19	45.588498	-122.545513
19	45.589303	-122.546007
20	45.59014	-122.546527
21	45.59101	-122.547067
19	45.591837	-122.54757
24	45.586842	-122.544663
27	45.586467	-122.54453
27	45.587627	-122.545107
26	45.58875	-122.545762
25	45.589825	-122.546427
24	45.590848	-122.547058
24	45.59187	-122.547687
5	45.592323	-122.548332
16	45.586338	-122.544437
14	45.586975	-122.54473
14	45.587587	-122.545045
13	45.588167	-122.54537
14	45.58877	-122.54573
15	45.589403	-122.546115
15	45.590025	-122.546503
15	45.590648	-122.546888
15	45.5913	-122.54729
16	45.591993	-122.547705
9	45.59234	-122.548338
8	45.591998	-122.548142
7	45.591673	-122.547947
8	45.591313	-122.547723
10	45.590883	-122.547458
11	45.590398	-122.547158
13	45.589865	-122.546828
13	45.589297	-122.546478
14	45.58871	-122.546118
13	45.588147	-122.545778
13	45.587602	-122.545467
13	45.587035	-122.545167
13	45.586457	-122.544893
20	45.586168	-122.544353
19	45.587002	-122.54473
17	45.587747	-122.54512
16	45.588418	-122.545508
16	45.58908	-122.54591
16	45.58976	-122.546332
16	45.59042	-122.546742
15	45.591068	-122.547145
15	45.591707	-122.547537
15	45.592363	-122.547923
11	45.589097	-122.546367
11	45.588633	-122.546083
9	45.58821	-122.545827
8	45.587833	-122.545608
8	45.587497	-122.54542
7	45.58717	-122.545242
7	45.586867	-122.545087
5	45.586603	-122.54496
6	45.586323	-122.544837
14	45.591897	-122.548133
14	45.591298	-122.547768
14	45.59071	-122.547405
13	45.590133	-122.547048
13	45.589582	-122.546708
13	45.589027	-122.546363
13	45.588472	-122.546025
13	45.587783	-122.54562
14	45.58719	-122.545297
13	45.586487	-122.544955
12	45.586508	-122.544498
12	45.587038	-122.544748
12	45.587545	-122.545013
13	45.588105	-122.545328
13	45.588655	-122.545657
13	45.589215	-122.545998
14	45.589803	-122.546363
15	45.590423	-122.546742
15	45.591068	-122.547145
16	45.591725	-122.547548
13	45.592337	-122.548343
12	45.591807	-122.548038
11	45.591315	-122.547735
9	45.59087	-122.54746
10	45.590427	-122.54718
11	45.589975	-122.546862
11	45.589497	-122.546553
11	45.589017	-122.546257
12	45.588507	-122.545943
11	45.588028	-122.545662
11	45.587543	-122.545387
11	45.587068	-122.545138
10	45.586638	-122.54493
9	45.586225	-122.54475
10	45.586573	-122.54448
11	45.587075	-122.544718
11	45.587558	-122.54497
10	45.58798	-122.545205
10	45.588392	-122.545445
11	45.588848	-122.545722
11	45.589333	-122.546023
10	45.589752	-122.546283
8	45.590123	-122.54651
9	45.59051	-122.546752
10	45.590945	-122.547022
11	45.591402	-122.547308
11	45.591892	-122.547607
11	45.592368	-122.547878
11	45.586427	-122.54441
11	45.586905	-122.544628
10	45.58737	-122.544862
9	45.58776	-122.54507
6	45.588052	-122.545233
4	45.58827	-122.54536
7	45.588532	-122.545515
8	45.588892	-122.545733
12	45.589368	-122.54603
10	45.589853	-122.546333
12	45.590352	-122.546642
12	45.59088	-122.54697
11	45.59136	-122.54727
10	45.591807	-122.547547
10	45.592247	-122.547805
24	45.590512	-122.547173
24	45.589505	-122.546552
24	45.588493	-122.54593
24	45.587457	-122.545337
24	45.586392	-122.544813
23	45.591652	-122.547872
23	45.590657	-122.547257
23	45.58967	-122.546648
24	45.58866	-122.546032
24	45.58764	-122.545433
24	45.58659	-122.544895
26	45.586762	-122.544567
26	45.587902	-122.545162
26	45.589017	-122.545822
25	45.590092	-122.546487
25	45.591145	-122.547138
25	45.5922	-122.547773
26	45.586315	-122.544443
26	45.587442	-122.544983
25	45.588518	-122.545602
25	45.589557	-122.546237
24	45.59059	-122.54687
24	45.591618	-122.547507
5	45.58983	-122.546825
6	45.589567	-122.546663
6	45.589308	-122.546502
6	45.589052	-122.546343
6	45.588773	-122.546175
7	45.588463	-122.545987
8	45.588123	-122.545785
8	45.587767	-122.545578
8	45.587408	-122.54538
9	45.587022	-122.545177
10	45.586593	-122.54497
10	45.591102	-122.547108
9	45.59151	-122.54736
9	45.591907	-122.547602
10	45.592325	-122.547847
10	45.586315	-122.544342
8	45.586695	-122.544507
9	45.587102	-122.544702
10	45.587535	-122.544928
12	45.588038	-122.545213
11	45.588522	-122.545498
10	45.588937	-122.545752
10	45.589343	-122.546005
11	45.589823	-122.546307
12	45.590327	-122.546617
13	45.590863	-122.54695
12	45.591382	-122.547268
10	45.59182	-122.54753
10	45.592255	-122.547787
13	45.592213	-122.548338
13	45.591647	-122.548005
13	45.591077	-122.547655
12	45.590565	-122.547333
11	45.590107	-122.547047
11	45.58963	-122.546755
11	45.589152	-122.546458
10	45.588702	-122.546182
10	45.58827	-122.545923
10	45.587833	-122.545665
10	45.587385	-122.545393
12	45.58688	-122.545123
